Category,JEE Marks,MHT-CET Marks,Branch,10th Marks,12th Marks
SC,44,179,Electrical,88,57
OBC,70,70,Chemical Engineering,78,50
SC,116,118,Chemical Engineering,77,90
General,203,49,Chemical Engineering,68,94
SC,163,23,Mechanical,89,50
SC,137,31,Mechanical,88,59
ST,144,177,Computer Science,60,54
ST,113,20,Mechanical,66,93
OBC,69,71,Chemical Engineering,69,52
General,184,20,Computer Science,84,63
ST,137,180,Electrical,96,96
General,48,119,Civil,77,67
OBC,41,199,Mechanical,97,56
General,162,61,Civil,75,88
OBC,43,37,Chemical Engineering,51,60
OBC,162,35,Electrical,74,77
ST,19,13,Electrical,99,88
OBC,81,91,Civil,66,90
SC,222,197,Chemical Engineering,55,78
ST,196,181,Mechanical,89,79
SC,229,189,Chemical Engineering,54,76
General,192,54,Chemical Engineering,62,90
General,209,19,Chemical Engineering,66,67
OBC,84,173,Mechanical,82,65
General,11,19,Biotechnology,63,74
General,271,172,Mechanical,71,83
OBC,14,73,Mechanical,56,74
General,18,200,Computer Science,91,83
ST,298,200,Biotechnology,70,88
General,105,168,Biotechnology,75,60
SC,59,189,Electrical,93,61
SC,40,113,Mechanical,60,78
ST,7,13,Electrical,55,54
General,213,16,Chemical Engineering,66,61
OBC,6,131,Biotechnology,53,76
SC,292,156,Civil,91,88
OBC,42,192,Chemical Engineering,71,87
SC,33,80,Civil,76,75
SC,146,38,Mechanical,92,57
General,159,0,Computer Science,91,99
ST,144,177,Computer Science,66,49
General,180,5,Electrical,48,91
General,239,172,Mechanical,91,78
SC,38,127,Mechanical,57,79
OBC,25,86,Mechanical,61,74
SC,153,157,Biotechnology,71,77
OBC,3,46,Civil,85,50
OBC,112,29,Mechanical,64,87
General,184,10,Electrical,55,85
SC,112,117,Chemical Engineering,79,90
General,30,57,Biotechnology,89,75
OBC,100,197,Mechanical,65,99
OBC,125,57,Electrical,92,82
SC,184,6,Chemical Engineering,67,62
OBC,72,74,Chemical Engineering,72,58
General,17,200,Computer Science,94,88
OBC,179,146,Biotechnology,77,52
SC,193,10,Chemical Engineering,67,66
ST,23,14,Electrical,95,85
SC,79,180,Electrical,62,91
OBC,136,114,Mechanical,75,95
OBC,136,59,Electrical,89,84
OBC,65,81,Chemical Engineering,77,58
OBC,204,30,Chemical Engineering,65,51
SC,281,121,Computer Science,52,68
OBC,300,57,Mechanical,90,81
OBC,219,127,Biotechnology,66,85
ST,135,197,Electrical,98,87
OBC,273,191,Computer Science,68,74
OBC,50,130,Civil,89,91
General,156,53,Civil,81,85
General,117,200,Mechanical,93,84
ST,108,35,Mechanical,61,93
OBC,61,77,Chemical Engineering,78,50
ST,159,0,Mechanical,75,96
SC,290,66,Chemical Engineering,86,52
General,164,80,Biotechnology,72,55
SC,44,167,Chemical Engineering,61,80
OBC,165,38,Electrical,72,72
ST,289,129,Computer Science,58,76
SC,55,200,Mechanical,57,74
General,213,17,Chemical Engineering,59,66
General,51,123,Civil,85,71
General,245,177,Mechanical,48,64
OBC,72,132,Biotechnology,55,79
OBC,32,182,Mechanical,93,57
OBC,126,58,Chemical Engineering,98,87
SC,272,27,Computer Science,53,61
General,146,44,Civil,73,87
General,168,124,Computer Science,48,82
ST,17,11,Electrical,48,56
OBC,124,40,Mechanical,68,88
OBC,0,140,Biotechnology,62,70
OBC,186,51,Civil,63,79
General,282,181,Mechanical,70,77
OBC,222,8,Biotechnology,61,68
ST,133,190,Electrical,100,89
General,125,22,Electrical,91,93
SC,182,11,Chemical Engineering,62,48
ST,238,125,Mechanical,83,72
OBC,226,131,Biotechnology,67,82
OBC,2,136,Biotechnology,56,70
ST,110,39,Mechanical,67,95
General,151,60,Civil,73,86
OBC,138,51,Civil,46,95
ST,299,192,Biotechnology,78,97
SC,137,34,Mechanical,87,57
OBC,84,162,Mechanical,79,64
ST,23,15,Civil,52,85
OBC,158,37,Electrical,74,73
OBC,74,82,Chemical Engineering,75,58
OBC,183,92,Mechanical,54,60
SC,58,194,Mechanical,56,74
General,235,189,Electrical,82,60
SC,282,28,Computer Science,60,53
ST,143,181,Computer Science,61,49
SC,165,135,Biotechnology,73,83
OBC,172,95,Electrical,49,79
SC,164,126,Biotechnology,78,85
ST,82,167,Computer Science,95,98
OBC,6,54,Civil,84,52
OBC,8,55,Civil,84,54
General,121,70,Mechanical,68,69
OBC,270,200,Computer Science,72,80
General,270,181,Mechanical,67,80
OBC,223,116,Biotechnology,77,96
OBC,50,130,Civil,89,96
SC,133,32,Mechanical,87,58
ST,106,34,Civil,49,61
SC,229,192,Chemical Engineering,53,74
ST,116,33,Mechanical,65,97
ST,265,148,Electrical,95,96
General,196,9,Computer Science,85,61
General,170,114,Computer Science,55,82
ST,195,198,Mechanical,90,73
OBC,152,22,Electrical,65,53
OBC,64,77,Chemical Engineering,77,56
General,248,200,Electrical,75,56
SC,105,114,Chemical Engineering,79,89
SC,176,15,Mechanical,82,53
OBC,213,0,Biotechnology,56,70
OBC,162,22,Electrical,69,45
General,162,7,Computer Science,93,94
ST,151,182,Computer Science,66,49
OBC,141,116,Mechanical,70,91
SC,169,145,Biotechnology,73,77
General,173,122,Computer Science,49,82
General,166,0,Computer Science,91,99
SC,273,34,Computer Science,59,58
ST,232,111,Computer Science,94,72
ST,244,116,Computer Science,91,78
SC,36,122,Mechanical,52,82
OBC,272,189,Computer Science,72,73
General,204,35,Chemical Engineering,65,67
OBC,163,81,Electrical,55,86
OBC,12,153,Electrical,99,69
General,273,167,Mechanical,71,80
SC,280,168,Civil,90,95
General,243,176,Mechanical,54,62
OBC,15,90,Mechanical,54,72
ST,96,26,Civil,53,63
OBC,41,21,Chemical Engineering,53,58
OBC,300,59,Mechanical,88,79
OBC,139,49,Civil,53,86
OBC,41,25,Chemical Engineering,48,63
OBC,133,113,Mechanical,73,90
OBC,127,42,Civil,52,93
ST,296,134,Computer Science,66,72
OBC,127,73,Chemical Engineering,94,85
OBC,24,170,Electrical,99,68
OBC,270,154,Chemical Engineering,77,90
ST,105,38,Civil,48,63
ST,139,191,Electrical,96,91
OBC,133,52,Civil,50,88
General,182,40,Computer Science,67,78
OBC,35,37,Chemical Engineering,55,58
General,211,194,Biotechnology,91,85
SC,263,128,Biotechnology,65,60
OBC,13,170,Electrical,93,67
OBC,119,63,Chemical Engineering,99,85
ST,100,36,Civil,47,65
OBC,179,93,Mechanical,56,57
SC,279,34,Computer Science,52,53
ST,163,3,Mechanical,71,93
ST,264,146,Electrical,89,91
OBC,76,138,Biotechnology,63,82
OBC,31,200,Mechanical,95,57
OBC,266,184,Computer Science,73,76
OBC,6,64,Civil,78,55
OBC,273,200,Computer Science,75,78
General,111,192,Mechanical,92,83
SC,265,116,Biotechnology,71,65
SC,66,198,Mechanical,52,69
OBC,148,18,Electrical,62,45
OBC,167,37,Electrical,67,69
SC,165,131,Biotechnology,73,84
General,243,173,Mechanical,50,60
ST,100,32,Mechanical,63,95
ST,164,22,Computer Science,91,62
OBC,17,83,Mechanical,56,73
OBC,175,97,Electrical,48,86
ST,7,19,Civil,60,85
General,30,32,Biotechnology,59,81
General,238,197,Electrical,82,59
OBC,27,91,Mechanical,57,77
General,188,9,Electrical,49,88
SC,190,23,Chemical Engineering,72,67
ST,259,157,Electrical,92,90
ST,267,156,Electrical,87,93
OBC,36,199,Mechanical,93,49
General,46,129,Civil,78,68
SC,92,187,Chemical Engineering,56,80
OBC,116,34,Mechanical,65,83
SC,84,188,Chemical Engineering,58,76
OBC,215,115,Biotechnology,66,81
OBC,0,24,Biotechnology,95,52
ST,196,183,Mechanical,89,78
OBC,134,125,Mechanical,76,89
General,186,57,Chemical Engineering,70,97
ST,99,41,Civil,48,61
General,100,180,Biotechnology,72,62
OBC,82,175,Mechanical,75,58
SC,282,26,Computer Science,52,61
ST,279,135,Computer Science,63,80
OBC,74,82,Chemical Engineering,77,52
OBC,28,65,Biotechnology,57,72
General,188,42,Chemical Engineering,70,96
ST,64,22,Biotechnology,85,84
OBC,68,165,Mechanical,83,63
ST,156,62,Civil,81,78
SC,146,43,Mechanical,84,60
SC,267,15,Computer Science,56,52
SC,159,159,Biotechnology,76,77
OBC,178,139,Biotechnology,69,48
General,175,83,Biotechnology,71,57
OBC,160,25,Electrical,65,49
OBC,0,134,Biotechnology,54,76
OBC,226,121,Biotechnology,83,91
OBC,173,150,Biotechnology,75,49
SC,232,184,Chemical Engineering,57,78
OBC,217,126,Biotechnology,70,83
OBC,40,126,Civil,95,90
OBC,210,11,Biotechnology,57,71
General,216,27,Chemical Engineering,65,66
SC,177,16,Chemical Engineering,68,50
OBC,30,184,Mechanical,89,54
ST,235,100,Computer Science,89,76
ST,130,196,Electrical,99,87
ST,58,104,Electrical,98,63
General,203,44,Chemical Engineering,62,95
OBC,195,82,Mechanical,60,55
OBC,217,2,Biotechnology,59,73
General,24,188,Computer Science,93,82
SC,136,39,Mechanical,87,58
SC,201,7,Chemical Engineering,66,64
ST,299,200,Biotechnology,76,92
General,191,36,Computer Science,65,85
OBC,9,157,Electrical,95,73
General,210,16,Chemical Engineering,67,66
OBC,36,197,Mechanical,90,51
SC,177,16,Chemical Engineering,63,53
SC,292,161,Civil,91,92
OBC,190,141,Biotechnology,77,54
OBC,134,61,Electrical,93,86
General,239,182,Mechanical,93,76
OBC,226,128,Biotechnology,79,89
SC,260,122,Biotechnology,63,58
General,100,107,Biotechnology,81,77
OBC,216,5,Biotechnology,62,75
SC,285,152,Civil,84,87
ST,226,121,Mechanical,86,72
OBC,46,190,Mechanical,95,53
ST,232,161,Chemical Engineering,88,64
ST,152,186,Computer Science,61,50
OBC,169,98,Electrical,47,85
ST,3,0,Electrical,53,54
OBC,38,22,Chemical Engineering,53,67
ST,289,198,Biotechnology,73,92
OBC,51,200,Chemical Engineering,72,84
OBC,290,50,Mechanical,85,76
General,127,23,Electrical,99,86
OBC,119,63,Electrical,90,82
OBC,6,61,Civil,87,59
SC,169,12,Mechanical,86,55
SC,46,112,Mechanical,60,75
OBC,279,192,Computer Science,71,75
SC,186,13,Chemical Engineering,67,50
OBC,185,149,Biotechnology,69,56
OBC,82,95,Civil,62,87
General,47,128,Civil,85,74
OBC,270,193,Computer Science,70,79
SC,300,59,Chemical Engineering,86,49
General,121,191,Mechanical,91,91
General,52,115,Civil,85,69
OBC,100,58,Computer Science,87,52
OBC,75,125,Biotechnology,64,87
SC,92,193,Chemical Engineering,52,78
ST,11,13,Electrical,46,51
SC,274,133,Computer Science,54,71
SC,192,13,Chemical Engineering,61,46
OBC,143,18,Electrical,62,52
SC,184,22,Chemical Engineering,68,63
ST,45,148,Mechanical,54,49
General,137,60,Mechanical,67,74
OBC,31,68,Biotechnology,55,72
OBC,206,18,Chemical Engineering,68,54
OBC,156,33,Electrical,67,68
General,175,32,Computer Science,66,82
OBC,216,12,Biotechnology,59,69
OBC,300,54,Mechanical,90,79
OBC,136,45,Civil,51,88
ST,230,116,Mechanical,79,73
OBC,44,200,Mechanical,97,52
ST,243,116,Mechanical,80,70
ST,153,74,Civil,80,76
General,162,61,Civil,81,83
SC,156,122,Biotechnology,81,88
ST,57,30,Biotechnology,89,84
OBC,82,161,Mechanical,77,56
ST,154,64,Civil,80,76
ST,144,79,Civil,76,76
ST,261,145,Electrical,89,93
ST,234,103,Computer Science,87,76
OBC,30,74,Mechanical,62,76
General,186,1,Computer Science,89,61
General,193,1,Computer Science,87,67
ST,238,103,Computer Science,85,72
General,244,186,Electrical,75,53
OBC,88,191,Mechanical,68,94
ST,20,15,Civil,55,85
SC,144,139,Biotechnology,69,58
ST,156,167,Computer Science,68,46
SC,36,80,Civil,76,75
ST,49,133,Mechanical,54,46
General,23,194,Computer Science,99,84
OBC,93,188,Mechanical,65,94
General,239,186,Electrical,77,55
OBC,155,44,Electrical,71,71
General,237,174,Mechanical,51,57
General,126,200,Mechanical,92,83
OBC,71,88,Chemical Engineering,73,51
OBC,28,83,Mechanical,63,74
ST,271,156,Electrical,95,90
OBC,7,156,Electrical,100,65
OBC,159,33,Electrical,67,68
ST,232,116,Computer Science,87,73
ST,95,31,Civil,47,59
General,191,7,Computer Science,84,66
SC,34,121,Mechanical,55,83
General,245,166,Mechanical,52,65
OBC,6,162,Electrical,95,70
OBC,16,89,Mechanical,58,78
SC,197,17,Chemical Engineering,70,69
OBC,222,0,Biotechnology,64,77
ST,107,41,Civil,50,65
SC,220,193,Chemical Engineering,48,80
OBC,84,98,Civil,62,87
SC,264,17,Computer Science,52,52
ST,151,69,Civil,82,80
OBC,217,12,Biotechnology,56,75
OBC,97,54,Computer Science,88,56
General,99,182,Biotechnology,77,60
General,127,199,Mechanical,92,88
General,207,200,Biotechnology,98,83
SC,60,188,Electrical,88,60
SC,157,149,Biotechnology,69,86
General,204,26,Chemical Engineering,63,66
SC,143,42,Mechanical,84,55
OBC,187,139,Biotechnology,74,52
SC,287,165,Civil,87,91
OBC,293,53,Mechanical,88,75
OBC,43,23,Chemical Engineering,56,65
ST,90,176,Computer Science,88,92
OBC,184,43,Civil,59,84
SC,278,139,Computer Science,58,75
ST,113,38,Mechanical,63,91
ST,149,182,Computer Science,59,51
General,156,59,Civil,72,83
OBC,149,35,Electrical,66,76
OBC,139,125,Mechanical,77,95
OBC,88,133,Biotechnology,64,87
SC,275,31,Computer Science,53,60
OBC,182,93,Electrical,50,80
OBC,91,133,Biotechnology,59,81
OBC,80,105,Civil,62,90
General,92,104,Biotechnology,79,72
SC,293,52,Chemical Engineering,86,55
ST,46,140,Mechanical,54,45
General,88,90,Biotechnology,74,76
General,119,198,Mechanical,84,90
General,158,111,Computer Science,55,86
ST,138,180,Electrical,96,87
OBC,44,120,Civil,88,89
OBC,276,197,Computer Science,74,77
SC,140,128,Biotechnology,76,55
OBC,17,76,Mechanical,55,75
OBC,48,200,Chemical Engineering,70,85
OBC,102,196,Mechanical,72,100
OBC,44,37,Chemical Engineering,53,67
SC,33,173,Chemical Engineering,61,80
ST,243,104,Computer Science,92,73
General,248,200,Electrical,79,59
OBC,2,133,Biotechnology,61,77
SC,59,200,Mechanical,54,67
General,189,15,Computer Science,88,67
SC,88,183,Electrical,66,90
OBC,141,114,Mechanical,76,91
OBC,218,128,Biotechnology,84,95
OBC,28,87,Mechanical,61,80
SC,150,137,Biotechnology,71,57
OBC,158,25,Electrical,60,46
General,18,65,Biotechnology,84,74
ST,289,200,Biotechnology,71,94
SC,35,180,Chemical Engineering,67,86
SC,139,34,Mechanical,83,59
ST,60,133,Mechanical,51,50
OBC,291,55,Mechanical,85,77
ST,57,35,Biotechnology,89,80
SC,86,184,Electrical,67,89
OBC,284,48,Mechanical,92,81
OBC,0,25,Biotechnology,93,61
SC,104,108,Chemical Engineering,77,91
OBC,190,41,Civil,58,86
SC,280,160,Civil,84,89
SC,86,185,Electrical,59,90
OBC,126,58,Chemical Engineering,95,91
SC,37,176,Chemical Engineering,68,82
General,270,171,Mechanical,65,80
ST,84,180,Computer Science,94,100
SC,265,28,Computer Science,61,59
General,133,69,Mechanical,70,70
OBC,225,125,Biotechnology,77,94
OBC,207,0,Biotechnology,60,73
General,187,3,Computer Science,86,68
ST,271,156,Electrical,88,90
General,116,41,Electrical,98,89
OBC,38,70,Biotechnology,58,79
General,128,34,Electrical,100,88
ST,9,12,Electrical,46,53
ST,50,139,Mechanical,55,50
SC,110,118,Chemical Engineering,77,92
SC,160,24,Mechanical,84,53
SC,288,167,Civil,91,90
ST,199,192,Mechanical,86,71
ST,89,30,Civil,48,61
OBC,32,23,Chemical Engineering,49,62
General,221,189,Biotechnology,98,78
OBC,176,81,Electrical,52,83
ST,134,192,Electrical,94,95
OBC,44,197,Chemical Engineering,76,89
General,208,200,Biotechnology,97,81
General,56,130,Civil,85,69
OBC,275,200,Computer Science,69,78
General,214,200,Biotechnology,96,84
General,231,169,Mechanical,47,58
OBC,212,128,Biotechnology,77,91
SC,165,124,Biotechnology,74,86
ST,97,41,Civil,50,66
SC,173,20,Mechanical,85,56
ST,88,34,Civil,47,57
ST,150,68,Civil,73,78
OBC,168,43,Electrical,66,74
SC,96,194,Chemical Engineering,50,78
ST,244,153,Chemical Engineering,89,55
ST,105,29,Civil,52,58
SC,107,124,Chemical Engineering,79,92
OBC,26,64,Biotechnology,55,74
OBC,292,60,Mechanical,88,73
OBC,51,200,Chemical Engineering,76,88
ST,164,7,Mechanical,71,95
General,147,49,Civil,75,79
ST,233,110,Computer Science,90,79
OBC,225,122,Biotechnology,66,81
General,23,192,Computer Science,95,87
ST,161,7,Mechanical,69,92
OBC,39,35,Chemical Engineering,50,62
SC,44,117,Mechanical,61,81
General,220,200,Biotechnology,89,79
OBC,213,119,Biotechnology,71,84
ST,18,10,Civil,58,78
General,158,50,Civil,80,80
OBC,99,62,Computer Science,92,55
SC,192,17,Chemical Engineering,67,45
General,235,164,Mechanical,52,59
OBC,81,134,Biotechnology,56,86
SC,281,24,Computer Science,55,52
OBC,0,52,Civil,82,58
General,214,198,Biotechnology,95,84
OBC,41,39,Chemical Engineering,51,64
SC,291,66,Chemical Engineering,82,50
SC,39,79,Civil,74,68
General,219,18,Chemical Engineering,58,66
SC,266,129,Computer Science,57,72
SC,271,130,Biotechnology,62,62
General,174,36,Computer Science,65,80
OBC,45,192,Mechanical,91,49
OBC,44,193,Chemical Engineering,68,86
ST,163,6,Mechanical,72,96
SC,200,22,Chemical Engineering,70,63
SC,281,15,Computer Science,52,60
ST,164,0,Mechanical,73,91
General,213,20,Chemical Engineering,67,66
OBC,97,59,Computer Science,87,57
General,23,67,Biotechnology,87,76
SC,224,182,Chemical Engineering,52,72
General,93,96,Biotechnology,81,68
OBC,218,120,Biotechnology,68,86
General,240,190,Electrical,78,53
General,23,200,Computer Science,97,84
General,12,200,Computer Science,92,88
OBC,210,0,Biotechnology,56,70
ST,158,13,Computer Science,85,58
OBC,211,122,Biotechnology,70,89
SC,55,187,Mechanical,52,72
SC,56,191,Electrical,92,60
OBC,182,51,Civil,59,86
OBC,0,50,Civil,85,51
OBC,39,24,Chemical Engineering,47,59
OBC,152,33,Electrical,67,69
SC,107,119,Chemical Engineering,70,89
OBC,173,85,Electrical,55,82
General,203,16,Chemical Engineering,61,63
OBC,180,154,Biotechnology,70,52
General,163,79,Biotechnology,76,53
SC,166,150,Biotechnology,74,80
OBC,179,138,Biotechnology,76,51
SC,300,54,Chemical Engineering,87,51
General,186,19,Computer Science,84,62
ST,291,129,Computer Science,64,77
General,132,27,Electrical,99,90
General,204,200,Biotechnology,90,84
SC,85,188,Electrical,62,92
ST,173,16,Computer Science,87,58
General,17,70,Biotechnology,87,78
SC,280,137,Computer Science,58,73
OBC,110,68,Computer Science,93,53
SC,274,17,Computer Science,54,55
ST,82,178,Computer Science,89,100
SC,106,106,Chemical Engineering,78,94
OBC,63,77,Chemical Engineering,76,55
SC,44,87,Civil,76,69
SC,143,128,Biotechnology,75,55
ST,88,36,Civil,46,66
ST,149,0,Mechanical,75,95
OBC,211,118,Biotechnology,84,97
ST,54,134,Mechanical,53,53
OBC,207,36,Chemical Engineering,73,51
SC,193,0,Chemical Engineering,68,47
OBC,179,51,Civil,60,88
OBC,181,94,Electrical,46,86
SC,130,39,Mechanical,88,58
General,168,73,Biotechnology,78,58
OBC,83,159,Mechanical,82,65
OBC,189,139,Biotechnology,75,56
General,17,200,Computer Science,91,87
General,156,9,Computer Science,93,99
General,232,175,Mechanical,95,72
SC,47,123,Mechanical,55,76
SC,143,31,Mechanical,90,56
ST,141,181,Electrical,100,88
General,153,7,Computer Science,92,96
ST,13,15,Civil,60,81
ST,50,146,Mechanical,55,45
OBC,40,200,Chemical Engineering,77,85
OBC,69,170,Mechanical,81,57
General,217,17,Chemical Engineering,58,60
OBC,43,137,Civil,90,94
SC,163,130,Biotechnology,74,85
SC,145,131,Biotechnology,73,59
OBC,1,51,Civil,85,57
General,186,39,Computer Science,73,77
SC,50,121,Mechanical,55,82
OBC,213,0,Biotechnology,58,76
OBC,194,21,Chemical Engineering,69,55
SC,30,171,Chemical Engineering,67,85
ST,131,181,Electrical,95,96
General,57,121,Civil,82,72
OBC,189,151,Biotechnology,75,50
OBC,26,86,Mechanical,56,79
OBC,37,22,Chemical Engineering,52,63
General,100,102,Biotechnology,80,73
ST,242,155,Chemical Engineering,91,60
ST,288,128,Computer Science,61,76
OBC,284,149,Chemical Engineering,73,87
OBC,162,26,Electrical,61,45
OBC,284,151,Chemical Engineering,72,86
OBC,278,199,Computer Science,69,77
ST,160,23,Computer Science,84,60
ST,244,117,Mechanical,85,74
ST,89,34,Civil,50,60
General,157,3,Computer Science,100,97
OBC,88,183,Mechanical,73,94
General,53,115,Civil,78,74
OBC,54,0,Biotechnology,68,49
General,175,23,Computer Science,67,81
ST,158,66,Civil,82,77
SC,270,117,Biotechnology,67,63
General,163,53,Civil,79,84
OBC,11,145,Biotechnology,54,75
ST,160,6,Mechanical,74,88
ST,136,194,Electrical,100,94
ST,73,31,Biotechnology,84,79
OBC,205,7,Biotechnology,61,74
OBC,134,52,Electrical,94,86
General,278,182,Mechanical,71,86
OBC,16,130,Biotechnology,61,77
OBC,53,4,Biotechnology,64,47
OBC,189,91,Mechanical,52,62
General,129,200,Mechanical,86,90
OBC,2,148,Biotechnology,53,75
SC,58,178,Electrical,93,59
SC,185,16,Chemical Engineering,67,45
OBC,74,81,Chemical Engineering,70,51
ST,141,191,Electrical,97,87
General,193,45,Chemical Engineering,61,92
OBC,13,148,Biotechnology,53,73
OBC,60,9,Biotechnology,68,49
SC,135,41,Mechanical,84,56
OBC,113,34,Mechanical,66,88
SC,300,59,Chemical Engineering,88,58
ST,227,109,Computer Science,93,75
General,231,170,Mechanical,97,77
ST,95,33,Civil,52,63
OBC,30,187,Mechanical,97,54
General,130,68,Mechanical,67,70
General,180,18,Computer Science,83,59
ST,210,181,Mechanical,90,76
OBC,127,66,Chemical Engineering,93,86
ST,161,0,Mechanical,70,90
OBC,12,131,Biotechnology,61,76
SC,216,186,Chemical Engineering,53,75
OBC,2,30,Biotechnology,91,56
OBC,121,64,Chemical Engineering,100,87
General,186,7,Electrical,51,88
ST,47,141,Mechanical,59,53
General,106,177,Biotechnology,73,55
ST,3,12,Electrical,48,60
SC,143,47,Mechanical,92,54
OBC,218,127,Biotechnology,79,90
General,205,17,Chemical Engineering,64,59
